"su_su_no","plot_plot_no","tree_lucs","lucc","tree_no","tree_or_stump","tree_species_code","tree_species_scientific_name","tree_species_vernacular_name","tree_species_language_code","tree_species_language_variety","other_species","tree_axis_distance","tree_axis_distance_unit_name","tree_left_axis","tree_left_axis_unit_name","tree_right_axis","tree_right_axis_unit_name","diameter","diameter_unit_name","tree_dbh","tree_dbh_unit_name","tree_diameter_height","tree_diameter_height_unit_name","years_since_cut","tree_height","tree_height_unit_name","tree_bole_height","tree_bole_height_unit_name","stem_quality","crown_condition","overall_tree_condition","causative_agent.1.","causative_agent_qualifier.1.","causative_agent.2.","causative_agent_qualifier.2.","causative_agent.3.","causative_agent_qualifier.3.","decomposition_status","branch1_diameter","branch1_diameter_unit_name","branch1_length","branch1_length_unit_name","branch2_diameter","branch2_diameter_unit_name","branch2_length","branch2_length_unit_name","branch3_diameter","branch3_diameter_unit_name","branch3_length","branch3_length_unit_name","branch4_diameter","branch4_diameter_unit_name","branch4_length","branch4_length_unit_name","x_head","y_head","x_utm","y_utm","srs"
978,1,1,"FSD",20,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,129,NA,0,NA,2,NA,37,NA,28,NA,1.3,NA,NA,9,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244713.580236093,1106856.90533712,"EPSG:32636"
978,1,1,"FSD",21,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,129,NA,3,NA,0,NA,30,NA,20,NA,1.3,NA,NA,8,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244708.580236093,1106856.90533712,"EPSG:32636"
978,1,1,"FSD",22,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,129,NA,3.5,NA,0,NA,20,NA,15,NA,1.3,NA,NA,6,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244708.080236093,1106856.90533712,"EPSG:32636"
978,1,1,"FSD",23,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,135,NA,5,NA,0,NA,27,NA,23,NA,1.3,NA,NA,8,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244706.580236093,1106862.90533712,"EPSG:32636"
978,1,1,"FSD",24,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,136,NA,0,NA,2,NA,84,NA,75,NA,1.3,NA,NA,16,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244713.580236093,1106863.90533712,"EPSG:32636"
978,1,1,"FSD",25,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,144,NA,2,NA,0,NA,35,NA,27,NA,1.3,NA,NA,12,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244709.580236093,1106871.90533712,"EPSG:32636"
978,1,1,"FSD",26,"tree","","",NA,NA,NA,NA,154,NA,8,NA,0,NA,38,NA,34,NA,1.3,NA,NA,13,NA,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244703.580236093,1106881.90533712,"EPSG:32636"
978,1,1,"FSD",27,"tree","","",NA,NA,NA,NA,155,NA,7,NA,0,NA,25,NA,19,NA,1.3,NA,NA,4,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244704.580236093,1106882.90533712,"EPSG:32636"
978,1,1,"FSD",28,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,166,NA,3,NA,0,NA,28,NA,20,NA,1.3,NA,NA,9,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244708.580236093,1106893.90533712,"EPSG:32636"
978,1,1,"FSD",29,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,166,NA,3,NA,0,NA,13,NA,10,NA,1.3,NA,NA,8,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244708.580236093,1106893.90533712,"EPSG:32636"
978,1,1,"FSD",30,"tree","BOS/PAP","Boswellia papyrifera",NA,NA,NA,NA,169,NA,0,NA,5,NA,27,NA,24,NA,1.3,NA,NA,17,NA,7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244716.580236093,1106896.90533712,"EPSG:32636"
978,1,1,"FSD",31,"tree","BOS/PAP","Boswellia papyrifera",NA,NA,NA,NA,192,NA,0,NA,7,NA,20,NA,16,NA,1.3,NA,NA,10,NA,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244718.580236093,1106919.90533712,"EPSG:32636"
978,1,1,"FSD",32,"tree","PRO/AFR","Prosopis africana",NA,NA,NA,NA,198,NA,0,NA,4,NA,27,NA,25,NA,1.3,NA,NA,10,NA,4.5,NA,1,5,4,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244715.580236093,1106925.90533712,"EPSG:32636"
978,1,1,"FSD",33,"tree","PRO/AFR","Prosopis africana",NA,NA,NA,NA,198,NA,0,NA,3,NA,31,NA,27,NA,1.3,NA,NA,9,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244714.580236093,1106925.90533712,"EPSG:32636"
978,1,1,"FSD",34,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,214,NA,0,NA,3,NA,21,NA,19,NA,1.3,NA,NA,9,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244714.580236093,1106941.90533712,"EPSG:32636"
978,1,1,"FSD",35,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,214,NA,0,NA,9,NA,13,NA,12,NA,1.3,NA,NA,7,NA,1.5,NA,1,5,4,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244720.580236093,1106941.90533712,"EPSG:32636"
978,1,1,"FSD",36,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,224,NA,0,NA,7,NA,26,NA,20,NA,1.3,NA,NA,6,NA,1.4,NA,1,5,5,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244718.580236093,1106951.90533712,"EPSG:32636"
978,1,1,"FSD",37,"tree","PRO/AFR","Prosopis africana",NA,NA,NA,NA,240,NA,0,NA,8,NA,25,NA,20,NA,1.3,NA,NA,9,NA,1.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244719.580236093,1106967.90533712,"EPSG:32636"
978,1,1,"FSD",38,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,247,NA,2,NA,0,NA,42,NA,34,NA,1.3,NA,NA,12,NA,4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244709.580236093,1106974.90533712,"EPSG:32636"
978,1,1,"FSD",39,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,249,NA,6,NA,0,NA,41,NA,30,NA,1.3,NA,NA,15,NA,4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244711.580236093,1106727.90533712,244705.580236093,1106976.90533712,"EPSG:32636"
978,2,1,"FSD",1,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,5,NA,4,NA,0,NA,12,NA,10,NA,1.3,NA,NA,8,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244719.948315021,1107227.89482705,"EPSG:32636"
978,2,1,"FSD",2,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,15,NA,3,NA,0,NA,23,NA,19,NA,1.3,NA,NA,11,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244729.948315021,1107226.89482705,"EPSG:32636"
978,2,1,"FSD",3,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,15,NA,3,NA,0,NA,18,NA,16,NA,1.3,NA,NA,7,NA,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244729.948315021,1107226.89482705,"EPSG:32636"
978,2,1,"FSD",4,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,17,NA,6,NA,0,NA,23,NA,20,NA,1.3,NA,NA,12,NA,7,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244731.948315021,1107229.89482705,"EPSG:32636"
978,2,1,"FSD",5,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,18,NA,5,NA,0,NA,15,NA,13,NA,1.3,NA,NA,8,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244732.948315021,1107228.89482705,"EPSG:32636"
978,2,1,"FSD",6,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,37,NA,0,NA,6,NA,14,NA,12,NA,1.3,NA,NA,7,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244751.948315021,1107217.89482705,"EPSG:32636"
978,2,1,"FSD",7,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,38,NA,6,NA,0,NA,17,NA,16,NA,1.3,NA,NA,8,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244752.948315021,1107229.89482705,"EPSG:32636"
978,2,1,"FSD",8,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,44,NA,0,NA,7,NA,20,NA,13,NA,1.3,NA,NA,10,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244758.948315021,1107216.89482705,"EPSG:32636"
978,2,1,"FSD",9,"tree","PRO/AFR","Prosopis africana",NA,NA,NA,NA,45,NA,1,NA,0,NA,30,NA,27,NA,1.3,NA,NA,13,NA,2.5,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244759.948315021,1107224.89482705,"EPSG:32636"
978,2,1,"FSD",10,"tree","PRO/AFR","Prosopis africana",NA,NA,NA,NA,46,NA,2,NA,0,NA,24,NA,23,NA,1.3,NA,NA,12,NA,1.8,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244760.948315021,1107225.89482705,"EPSG:32636"
978,2,1,"FSD",11,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,58,NA,3,NA,0,NA,35,NA,28,NA,1,NA,NA,11,NA,1.2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244772.948315021,1107226.89482705,"EPSG:32636"
978,2,1,"FSD",12,"tree","ACA/SEY/SEY","Acacia seyal var. seyal",NA,NA,NA,NA,61,NA,0,NA,1,NA,16,NA,16,NA,1.2,NA,NA,1.4,NA,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244775.948315021,1107222.89482705,"EPSG:32636"
978,2,1,"FSD",13,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,73,NA,0,NA,9,NA,24,NA,21,NA,1.3,NA,NA,11,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244787.948315021,1107214.89482705,"EPSG:32636"
978,2,1,"FSD",14,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,74,NA,0,NA,7,NA,19,NA,17,NA,1.3,NA,NA,12,NA,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244788.948315021,1107216.89482705,"EPSG:32636"
978,2,1,"FSD",15,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,74,NA,7,NA,0,NA,13,NA,12,NA,1.3,NA,NA,9,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244788.948315021,1107230.89482705,"EPSG:32636"
978,2,1,"FSD",16,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,74,NA,6,NA,0,NA,34,NA,31,NA,1.3,NA,NA,13,NA,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244788.948315021,1107229.89482705,"EPSG:32636"
978,2,1,"FSD",17,"tree","BOS/PAP","Boswellia papyrifera",NA,NA,NA,NA,77,NA,0,NA,5,NA,21,NA,20,NA,1.3,NA,NA,10,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244791.948315021,1107218.89482705,"EPSG:32636"
978,2,1,"FSD",18,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,85,NA,4,NA,0,NA,35,NA,29,NA,1.3,NA,NA,12,NA,6,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244799.948315021,1107227.89482705,"EPSG:32636"
978,2,1,"FSD",19,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,86,NA,6,NA,0,NA,43,NA,39,NA,1.3,NA,NA,12,NA,6,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244800.948315021,1107229.89482705,"EPSG:32636"
978,2,1,"FSD",20,"tree","BOS/PAP","Boswellia papyrifera",NA,NA,NA,NA,87,NA,1,NA,0,NA,35,NA,35,NA,1.3,NA,NA,11,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244801.948315021,1107224.89482705,"EPSG:32636"
978,2,1,"FSD",21,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,87,NA,0,NA,1,NA,34,NA,28,NA,1.3,NA,NA,12,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244801.948315021,1107222.89482705,"EPSG:32636"
978,2,1,"FSD",22,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,97,NA,7,NA,0,NA,35,NA,27,NA,1.3,NA,NA,11,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244811.948315021,1107230.89482705,"EPSG:32636"
978,2,1,"FSD",23,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,105,NA,3,NA,0,NA,29,NA,27,NA,1.3,NA,NA,12,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244819.948315021,1107226.89482705,"EPSG:32636"
978,2,1,"FSD",24,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,105,NA,0,NA,7,NA,24,NA,20,NA,1.3,NA,NA,8,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244819.948315021,1107216.89482705,"EPSG:32636"
978,2,1,"FSD",25,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,113,NA,6,NA,0,NA,30,NA,24,NA,1.3,NA,NA,11,NA,4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244827.948315021,1107229.89482705,"EPSG:32636"
978,2,1,"FSD",26,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,123,NA,0,NA,6,NA,29,NA,15,NA,1.3,NA,NA,7,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244837.948315021,1107217.89482705,"EPSG:32636"
978,2,1,"FSD",27,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,125,NA,0,NA,3,NA,25,NA,21,NA,1.3,NA,NA,8,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244839.948315021,1107220.89482705,"EPSG:32636"
978,2,1,"FSD",28,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,125,NA,0,NA,8,NA,19,NA,18,NA,1.3,NA,NA,9,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244839.948315021,1107215.89482705,"EPSG:32636"
978,2,1,"FSD",29,"stump","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,153,NA,5,NA,0,NA,24,NA,21,NA,1.3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244867.948315021,1107228.89482705,"EPSG:32636"
978,2,1,"FSD",30,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,159,NA,5,NA,0,NA,23,NA,19,NA,1.3,NA,NA,9,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244873.948315021,1107228.89482705,"EPSG:32636"
978,2,1,"FSD",31,"tree","COM/ACU","Combretum aculeatum",NA,NA,NA,NA,167,NA,10,NA,0,NA,18,NA,14,NA,1.3,NA,NA,8,NA,2.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244881.948315021,1107233.89482705,"EPSG:32636"
978,2,1,"FSD",32,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,173,NA,0,NA,3,NA,70,NA,70,NA,1.3,NA,NA,9,NA,2,NA,1,5,5,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244887.948315021,1107220.89482705,"EPSG:32636"
978,2,1,"FSD",33,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,176,NA,0,NA,0.5,NA,32,NA,25,NA,1.3,NA,NA,10,NA,4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244890.948315021,1107223.39482705,"EPSG:32636"
978,2,1,"FSD",34,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,176,NA,0.5,NA,0,NA,20,NA,17,NA,1.3,NA,NA,8,NA,1.5,NA,1,5,4,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244890.948315021,1107224.39482705,"EPSG:32636"
978,2,1,"FSD",35,"tree","ALB/AMA","Albizia amara",NA,NA,NA,NA,177,NA,0.5,NA,0,NA,40,NA,22,NA,1.3,NA,NA,10,NA,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244891.948315021,1107224.39482705,"EPSG:32636"
978,2,1,"FSD",36,"tree","TMR/IND","Tamarindus indica",NA,NA,NA,NA,178,NA,0,NA,0.5,NA,20,NA,18,NA,1.3,NA,NA,10,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244892.948315021,1107223.39482705,"EPSG:32636"
978,2,1,"FSD",37,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,189,NA,0,NA,1,NA,46,NA,39,NA,1.3,NA,NA,6,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244903.948315021,1107222.89482705,"EPSG:32636"
978,2,1,"FSD",38,"tree","BAL/AEG","Balanites aegyptiaca",NA,NA,NA,NA,211,NA,5,NA,0,NA,15,NA,11,NA,1.3,NA,NA,8,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244925.948315021,1107228.89482705,"EPSG:32636"
978,2,1,"FSD",39,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,216,NA,0,NA,4,NA,26,NA,17,NA,1.3,NA,NA,9,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244930.948315021,1107219.89482705,"EPSG:32636"
978,2,1,"FSD",40,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,244,NA,0,NA,2,NA,40,NA,40,NA,1.3,NA,NA,5,NA,1.5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244958.948315021,1107221.89482705,"EPSG:32636"
978,2,1,"FSD",41,"tree","PRO","Prosopis sp.",NA,NA,NA,NA,249,NA,1,NA,0,NA,14,NA,12,NA,1.3,NA,NA,5,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244714.948315021,1107223.89482705,244963.948315021,1107224.89482705,"EPSG:32636"
978,3,1,"FSD",1,"tree","TMR/IND","Tamarindus indica",NA,NA,NA,NA,5,NA,0,NA,1,NA,20,NA,18,NA,1.3,NA,NA,8,NA,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245212.918324733,1107223.4613593,245211.918324733,1107218.4613593,"EPSG:32636"
978,3,1,"FSD",2,"tree","ANO/LEI","Anogeissus leiocarpus",NA,NA,NA,NA,7,NA,0,NA,2,NA,35,NA,30,NA,1.3,NA,NA,11,NA,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245212.918324733,1107223.4613593,245210.918324733,1107216.4613593,"EPSG:32636"
978,3,1,"FSD",3,"tree","DAL/MEL","Dalbergia melanoxylon",NA,NA,NA,NA,10,NA,0,NA,1,NA,80,NA,80,NA,0.3,NA,NA,10,NA,0.4,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245212.918324733,1107223.4613593,245211.918324733,1107213.4613593,"EPSG:32636"
