"su_su_no","plot_plot_no","tree_lucs","lucc","tree_no","tree_or_stump","tree_species_code","tree_species_scientific_name","tree_species_vernacular_name","tree_species_language_code","tree_species_language_variety","other_species","tree_axis_distance","tree_axis_distance_unit_name","tree_left_axis","tree_left_axis_unit_name","tree_right_axis","tree_right_axis_unit_name","diameter","diameter_unit_name","tree_dbh","tree_dbh_unit_name","tree_diameter_height","tree_diameter_height_unit_name","years_since_cut","tree_height","tree_height_unit_name","tree_bole_height","tree_bole_height_unit_name","stem_quality","crown_condition","overall_tree_condition","causative_agent[1]","causative_agent_qualifier[1]","causative_agent[2]","causative_agent_qualifier[2]","causative_agent[3]","causative_agent_qualifier[3]","decomposition_status","branch1_diameter","branch1_diameter_unit_name","branch1_length","branch1_length_unit_name","branch2_diameter","branch2_diameter_unit_name","branch2_length","branch2_length_unit_name","branch3_diameter","branch3_diameter_unit_name","branch3_length","branch3_length_unit_name","branch4_diameter","branch4_diameter_unit_name","branch4_length","branch4_length_unit_name"
"0872","2","1","FD","19","tree","ACA/MEL","Acacia mellifera","","","","","166.0","","5.0","","","","14.0","","14.0","","1.3","","","6.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","20","tree","ACA/MEL","Acacia mellifera","","","","","166.0","","5.0","","","","11.0","","11.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","21","tree","ACA/MEL","Acacia mellifera","","","","","167.0","","4.0","","","","17.0","","16.0","","0.5","","","6.0","","0.6","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","22","tree","ACA/MEL","Acacia mellifera","","","","","168.0","","6.0","","","","40.0","","39.0","","0.3","","","9.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","23","tree","ACA/MEL","Acacia mellifera","","","","","168.0","","4.0","","","","31.0","","31.0","","0.3","","","8.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","24","tree","ACA/MEL","Acacia mellifera","","","","","174.0","","","","8.0","","12.0","","12.0","","1.0","","","6.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","25","tree","ACA/MEL","Acacia mellifera","","","","","181.0","","6.0","","","","19.0","","19.0","","0.6","","","7.0","","0.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","26","tree","ACA/MEL","Acacia mellifera","","","","","181.0","","6.0","","","","20.0","","20.0","","0.3","","","6.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","27","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","201.0","","","","4.0","","33.0","","33.0","","0.4","","","12.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","28","tree","ACA/MEL","Acacia mellifera","","","","","218.0","","9.0","","","","12.0","","12.0","","0.7","","","9.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","2","1","FD","29","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","223.0","","","","6.0","","20.0","","20.0","","1.3","","","9.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","1","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","1.0","","5.0","","","","14.0","","12.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","2","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","5.0","","4.0","","","","15.0","","13.0","","1.3","","","6.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","3","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","5.0","","","","5.0","","14.0","","11.0","","0.5","","","4.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","4","tree","ALB/AMA","Albizia amara","","","","","13.0","","5.0","","","","20.0","","18.0","","1.0","","","7.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","5","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","14.0","","5.0","","","","25.0","","24.0","","1.3","","","4.0","","1.6","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","6","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","32.0","","3.0","","","","16.0","","14.0","","0.5","","","5.0","","0.6","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","7","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","39.0","","7.0","","","","18.0","","16.0","","0.6","","","6.0","","0.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","8","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","37.0","","","","10.0","","15.0","","13.0","","1.0","","","6.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","9","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","37.0","","4.0","","","","19.0","","16.0","","0.8","","","6.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","10","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","105.0","","10.0","","","","25.0","","23.0","","0.8","","","7.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","11","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","111.0","","","","2.0","","24.0","","21.0","","1.0","","","8.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","12","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","114.0","","3.0","","","","15.0","","13.0","","1.0","","","5.0","","1.1","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","13","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","121.0","","","","6.0","","24.0","","20.0","","1.3","","","9.0","","2.3","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","14","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","125.0","","7.0","","","","1.0","","13.0","","","","","6.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","15","tree","COM/ACU","Combretum aculeatum","","","","","138.0","","","","1.0","","30.0","","27.0","","0.8","","","7.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","16","tree","COM/ACU","Combretum aculeatum","","","","","138.0","","3.0","","","","18.0","","16.0","","0.8","","","3.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","17","tree","COM/ACU","Combretum aculeatum","","","","","138.0","","3.0","","","","20.0","","20.0","","1.3","","","7.0","","1.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","18","tree","COM/ACU","Combretum aculeatum","","","","","139.0","","2.0","","","","13.0","","12.0","","1.0","","","7.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","19","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","147.0","","","","1.0","","18.0","","18.0","","0.8","","","9.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","20","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","154.0","","","","5.0","","15.0","","15.0","","1.0","","","8.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","21","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","156.0","","1.0","","","","10.0","","10.0","","1.0","","","4.0","","1.1","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","22","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","157.0","","","","2.0","","10.0","","10.0","","1.3","","","3.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","23","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","159.0","","","","2.0","","12.0","","12.0","","1.3","","","8.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","24","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","173.0","","3.0","","","","13.0","","13.0","","1.3","","","9.0","","3.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","25","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","173.0","","3.0","","","","12.0","","12.0","","1.3","","","7.0","","1.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","26","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","178.0","","2.0","","","","15.0","","14.0","","0.6","","","8.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","27","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","180.0","","","","3.0","","13.0","","12.0","","1.3","","","7.0","","2.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","28","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","180.0","","6.0","","","","19.0","","18.0","","1.3","","","8.0","","1.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","29","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","188.0","","10.0","","","","26.0","","26.0","","1.3","","","10.0","","1.9","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","30","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","192.0","","","","2.0","","22.0","","20.0","","1.3","","","7.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","31","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","192.0","","3.0","","","","12.0","","11.0","","1.3","","","6.0","","1.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","32","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","201.0","","","","2.0","","20.0","","20.0","","0.3","","","8.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","33","tree","COM/ACU","Combretum aculeatum","","","","","206.0","","0.5","","","","19.0","","19.0","","0.3","","","5.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","34","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","206.0","","3.0","","","","25.0","","24.0","","1.3","","","7.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","35","tree","ACA/GER/GER","Acacia gerrardii var. gerrardii","","","","","211.0","","10.0","","","","25.0","","23.0","","1.3","","","9.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","36","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","217.0","","","","9.0","","20.0","","20.0","","1.2","","","6.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","37","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","222.0","","10.0","","","","10.0","","10.0","","1.3","","","6.0","","1.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","38","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","234.0","","","","5.0","","17.0","","15.0","","1.3","","","6.0","","1.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","39","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","234.0","","","","5.0","","11.0","","11.0","","1.3","","","6.0","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","40","tree","COM/ACU","Combretum aculeatum","","","","","234.0","","6.0","","","","16.0","","16.0","","1.3","","","5.0","","2.5","","1","5","4","6","","","","","","5","","","","","","","","","","","","","","","",""
"0872","3","1","FD","41","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","241.0","","3.0","","","","10.0","","10.0","","0.7","","","5.0","","0.8","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0872","3","1","FD","42","tree","ACA/SEY/SEY","Acacia seyal var. seyal","","","","","247.0","","","","5.0","","19.0","","19.0","","1.0","","","6.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","1","tree","BAL/AEG","Balanites aegyptiaca","","","","","12.0","","","","2.0","","32.0","","18.0","","1.3","","","7.5","","2.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","2","tree","ACA/MEL","Acacia mellifera","","","","","16.0","","","","1.0","","16.0","","15.0","","0.5","","","5.0","","0.7","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","3","tree","ACA/SEN","Acacia senegal","","","","","16.0","","7.0","","","","16.0","","12.0","","0.3","","","5.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","4","tree","ACA/SEN","Acacia senegal","","","","","18.0","","","","3.0","","13.0","","12.0","","0.8","","","6.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","5","tree","ACA/SEN","Acacia senegal","","","","","23.0","","","","4.0","","13.0","","12.0","","1.0","","","5.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","6","tree","ACA/SEN","Acacia senegal","","","","","31.0","","2.0","","","","18.0","","11.0","","0.5","","","5.0","","0.6","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","7","tree","ACA/SEN","Acacia senegal","","","","","49.0","","","","8.0","","17.0","","17.0","","0.6","","","5.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","8","tree","ACA/SEN","Acacia senegal","","","","","49.0","","","","8.0","","16.0","","15.0","","0.6","","","5.0","","0.9","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","9","tree","ACA/SEN","Acacia senegal","","","","","74.0","","","","4.0","","14.0","","14.0","","0.3","","","4.0","","0.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","10","tree","ACA/SEN","Acacia senegal","","","","","90.0","","8.0","","","","22.0","","22.0","","1.0","","","7.0","","1.2","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","11","tree","ACA/SEN","Acacia senegal","","","","","99.0","","7.0","","","","21.0","","20.0","","0.3","","","6.0","","0.5","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","12","tree","ACA/SEN","Acacia senegal","","","","","109.0","","3.0","","","","12.0","","11.0","","1.3","","","6.0","","1.4","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"0641","2","1","FSD","13","tree","ACA/SEN","Acacia senegal","","","","","113.0","","5.0","","","","19.0","","18.0","","0.8","","","6.0","","1.0","","3","1","1","","","","","","","","","","","","","","","","","","","","","","",""
